entity,code,year,crop,yield
Kenya,KEN,2003,rice,3.7568
Kenya,KEN,2003,maize,1.6224
Kenya,KEN,2003,barley,2.9838
Kenya,KEN,2004,wheat,2.4827
Kenya,KEN,2004,rice,3.728
Kenya,KEN,2004,maize,1.9293
Kenya,KEN,2004,barley,2.732
Kenya,KEN,2005,wheat,2.3131
Kenya,KEN,2005,rice,3.9321
Kenya,KEN,2005,maize,1.6405
Kenya,KEN,2005,barley,3.2234000000000003
Kenya,KEN,2006,wheat,2.1875
Kenya,KEN,2006,rice,2.8062
Kenya,KEN,2006,maize,1.7197
Kenya,KEN,2006,barley,3.3785000000000003
Kenya,KEN,2007,wheat,3.0940000000000003
Kenya,KEN,2007,rice,2.8715
Kenya,KEN,2007,maize,1.8132
Kenya,KEN,2007,barley,3
Kenya,KEN,2008,wheat,2.5845
Kenya,KEN,2008,rice,1.3076
Kenya,KEN,2008,maize,1.3925
Kenya,KEN,2008,barley,3.0386
Kenya,KEN,2009,wheat,1.6665
Kenya,KEN,2009,rice,1.9333
Kenya,KEN,2009,maize,1.2943
Kenya,KEN,2009,barley,3.0778000000000003
Kenya,KEN,2010,wheat,3.1991
Kenya,KEN,2010,rice,4.2384
Kenya,KEN,2010,maize,1.7251
Kenya,KEN,2010,barley,2.5562
Kenya,KEN,2011,wheat,2.0415
Kenya,KEN,2011,rice,3.9676
Kenya,KEN,2011,maize,1.584
Kenya,KEN,2011,barley,3.4641
Kenya,KEN,2012,wheat,2.972
Kenya,KEN,2012,rice,4.6643
Kenya,KEN,2012,maize,1.7366
Kenya,KEN,2012,barley,4.3949
Kenya,KEN,2013,wheat,2.7602
Kenya,KEN,2013,rice,3.9955
Kenya,KEN,2013,maize,1.6922
Kenya,KEN,2013,barley,3.3481
Kenya,KEN,2014,wheat,1.5549000000000002
Kenya,KEN,2014,rice,3.9543
Kenya,KEN,2014,maize,1.6602
Kenya,KEN,2014,barley,3.0374000000000003
Kenya,KEN,2015,wheat,1.9841
Kenya,KEN,2015,rice,3.9566
Kenya,KEN,2015,maize,1.823
Kenya,KEN,2015,barley,3.6793
Kenya,KEN,2016,wheat,1.4022
Kenya,KEN,2016,rice,3.4601
Kenya,KEN,2016,maize,1.4284
Kenya,KEN,2016,barley,3.6815
Kenya,KEN,2017,wheat,1.1253
Kenya,KEN,2017,rice,3.6605
Kenya,KEN,2017,maize,1.7626000000000002
Kenya,KEN,2017,barley,3.7399
Kenya,KEN,2018,wheat,2.528
Kenya,KEN,2018,rice,4.2489
Kenya,KEN,2018,maize,1.8741
Kenya,KEN,2018,barley,3.9045
Mexico,MEX,1961,wheat,1.6758000000000002
Mexico,MEX,1961,rice,2.2751
Mexico,MEX,1961,maize,0.9934
Mexico,MEX,1961,barley,0.747
Mexico,MEX,1962,wheat,1.9462
Mexico,MEX,1962,rice,2.1581
Mexico,MEX,1962,maize,0.9946
Mexico,MEX,1962,barley,0.7844
Mexico,MEX,1963,wheat,2.0788
Mexico,MEX,1963,rice,2.1993
Mexico,MEX,1963,maize,0.9867
Mexico,MEX,1963,barley,0.7986000000000001
Mexico,MEX,1964,wheat,2.6922
Mexico,MEX,1964,rice,2.0697
Mexico,MEX,1964,maize,1.1332
Mexico,MEX,1964,barley,0.8057000000000001
Mexico,MEX,1965,wheat,2.5055
Mexico,MEX,1965,rice,2.7344
Mexico,MEX,1965,maize,1.1578000000000002
Mexico,MEX,1965,barley,0.8539
Mexico,MEX,1966,wheat,2.2542
Mexico,MEX,1966,rice,2.4386
Mexico,MEX,1966,maize,1.1188
Mexico,MEX,1966,barley,0.9141
Mexico,MEX,1967,wheat,2.7267
Mexico,MEX,1967,rice,2.4821
Mexico,MEX,1967,maize,1.1304
Mexico,MEX,1967,barley,0.8529
Mexico,MEX,1968,wheat,2.6317
Mexico,MEX,1968,rice,2.5034
Mexico,MEX,1968,maize,1.1806
Mexico,MEX,1968,barley,1.0035
Mexico,MEX,1969,wheat,2.7649
Mexico,MEX,1969,rice,2.5816000000000003
Mexico,MEX,1969,maize,1.1840000000000002
Mexico,MEX,1969,barley,0.8674000000000001
Mexico,MEX,1970,wheat,3.0202
Mexico,MEX,1970,rice,2.7031
Mexico,MEX,1970,maize,1.1935
Mexico,MEX,1970,barley,1.0603
Mexico,MEX,1971,wheat,2.9810000000000003
Mexico,MEX,1971,rice,2.4039
Mexico,MEX,1971,maize,1.2723
Mexico,MEX,1971,barley,1.2221
Mexico,MEX,1972,wheat,2.6345
Mexico,MEX,1972,rice,2.5822000000000003
Mexico,MEX,1972,maize,1.2648
Mexico,MEX,1972,barley,1.4263
Mexico,MEX,1973,wheat,3.2646
Mexico,MEX,1973,rice,2.9958
Mexico,MEX,1973,maize,1.1318
Mexico,MEX,1973,barley,1.4949
Mexico,MEX,1974,wheat,3.6022000000000003
Mexico,MEX,1974,rice,2.8425
Mexico,MEX,1974,maize,1.1683
Mexico,MEX,1974,barley,1.4444
Mexico,MEX,1975,wheat,3.5956
Mexico,MEX,1975,rice,2.7921
Mexico,MEX,1975,maize,1.2621
Mexico,MEX,1975,barley,1.5369000000000002
Mexico,MEX,1976,wheat,3.7615
Mexico,MEX,1976,rice,2.9072
Mexico,MEX,1976,maize,1.1819
Mexico,MEX,1976,barley,1.5109
Mexico,MEX,1977,wheat,3.4644000000000004
Mexico,MEX,1977,rice,3.1438
Mexico,MEX,1977,maize,1.3572
Mexico,MEX,1977,barley,1.6814
Mexico,MEX,1978,wheat,3.6663
Mexico,MEX,1978,rice,3.3119
Mexico,MEX,1978,maize,1.5199
Mexico,MEX,1978,barley,1.7048
Mexico,MEX,1979,wheat,3.9138
Mexico,MEX,1979,rice,3.2652
Mexico,MEX,1979,maize,1.5154
Mexico,MEX,1979,barley,1.4684
Mexico,MEX,1980,wheat,3.8476
Mexico,MEX,1980,rice,3.4937
Mexico,MEX,1980,maize,1.8261
Mexico,MEX,1980,barley,1.6594
Mexico,MEX,1981,wheat,3.7141
Mexico,MEX,1981,rice,4.0597
Mexico,MEX,1981,maize,1.824
Mexico,MEX,1981,barley,2.03
Mexico,MEX,1982,wheat,4.3563
Mexico,MEX,1982,rice,3.289
Mexico,MEX,1982,maize,1.7976
Mexico,MEX,1982,barley,1.8458
Mexico,MEX,1983,wheat,4.041
Mexico,MEX,1983,rice,3.1580000000000004
Mexico,MEX,1983,maize,1.777
Mexico,MEX,1983,barley,1.8359
Mexico,MEX,1984,wheat,4.3577
Mexico,MEX,1984,rice,3.8693
Mexico,MEX,1984,maize,1.8554
Mexico,MEX,1984,barley,2.1864
Mexico,MEX,1985,wheat,4.2843
Mexico,MEX,1985,rice,3.7305
Mexico,MEX,1985,maize,1.8583
Mexico,MEX,1985,barley,1.9113
Mexico,MEX,1986,wheat,3.9671
Mexico,MEX,1986,rice,3.4595
Mexico,MEX,1986,maize,1.8406
Mexico,MEX,1986,barley,1.9226
Mexico,MEX,1987,wheat,4.4686
Mexico,MEX,1987,rice,3.8175
Mexico,MEX,1987,maize,1.7058
Mexico,MEX,1987,barley,2.1587
Mexico,MEX,1988,wheat,4.0154000000000005
Mexico,MEX,1988,rice,3.6042
Mexico,MEX,1988,maize,1.6289
Mexico,MEX,1988,barley,1.4987
Mexico,MEX,1989,wheat,3.8235
Mexico,MEX,1989,rice,3.4803
Mexico,MEX,1989,maize,1.6929
Mexico,MEX,1989,barley,1.6508
Mexico,MEX,1990,wheat,4.214300000000001
Mexico,MEX,1990,rice,3.7418
Mexico,MEX,1990,maize,1.9942
Mexico,MEX,1990,barley,1.8716
Mexico,MEX,1991,wheat,4.1272
Mexico,MEX,1991,rice,4.095400000000001
Mexico,MEX,1991,maize,2.0515
Mexico,MEX,1991,barley,2.0423
Mexico,MEX,1992,wheat,3.953
Mexico,MEX,1992,rice,4.3577
Mexico,MEX,1992,maize,2.345
Mexico,MEX,1992,barley,1.8966
Mexico,MEX,1993,wheat,4.0821000000000005
Mexico,MEX,1993,rice,4.8725000000000005
Mexico,MEX,1993,maize,2.4401
Mexico,MEX,1993,barley,2.3084
Mexico,MEX,1994,wheat,4.3034
Mexico,MEX,1994,rice,4.2555000000000005
Mexico,MEX,1994,maize,2.2255000000000003
Mexico,MEX,1994,barley,2.6531
Mexico,MEX,1995,wheat,3.732
Mexico,MEX,1995,rice,4.6792
Mexico,MEX,1995,maize,2.2883
Mexico,MEX,1995,barley,1.9749
Mexico,MEX,1996,wheat,4.1706
Mexico,MEX,1996,rice,4.5412
Mexico,MEX,1996,maize,2.2387
Mexico,MEX,1996,barley,2.0676
Mexico,MEX,1997,wheat,4.7347
Mexico,MEX,1997,rice,4.1365
Mexico,MEX,1997,maize,2.384
Mexico,MEX,1997,barley,1.9328
Mexico,MEX,1998,wheat,4.2077
Mexico,MEX,1998,rice,4.510800000000001
Mexico,MEX,1998,maize,2.3429
Mexico,MEX,1998,barley,1.5353
Mexico,MEX,1999,wheat,4.631
Mexico,MEX,1999,rice,4.7762
Mexico,MEX,1999,maize,2.472
Mexico,MEX,1999,barley,2.0007
Mexico,MEX,2000,wheat,4.9355
Mexico,MEX,2000,rice,4.1805
Mexico,MEX,2000,maize,2.462
Mexico,MEX,2000,barley,2.4541
Mexico,MEX,2001,wheat,4.766100000000001
Mexico,MEX,2001,rice,4.2576
Mexico,MEX,2001,maize,2.5777
Mexico,MEX,2001,barley,2.4530000000000003
Mexico,MEX,2002,wheat,5.0999
Mexico,MEX,2002,rice,4.5027
Mexico,MEX,2002,maize,2.7105
Mexico,MEX,2002,barley,2.6091
Mexico,MEX,2003,wheat,4.4912
Mexico,MEX,2003,rice,4.555000000000001
Mexico,MEX,2003,maize,2.7525
Mexico,MEX,2003,barley,2.9756
Mexico,MEX,2004,wheat,4.4871
Mexico,MEX,2004,rice,4.4631
Mexico,MEX,2004,maize,2.8188
Mexico,MEX,2004,barley,2.8591
Mexico,MEX,2005,wheat,4.7517000000000005
Mexico,MEX,2005,rice,5.065300000000001
Mexico,MEX,2005,maize,2.9276
Mexico,MEX,2005,barley,2.4851
Mexico,MEX,2006,wheat,5.2274
Mexico,MEX,2006,rice,4.7857
Mexico,MEX,2006,maize,3.0012000000000003
Mexico,MEX,2006,barley,2.7559
Mexico,MEX,2007,wheat,5.0824
Mexico,MEX,2007,rice,4.1536
Mexico,MEX,2007,maize,3.2063
Mexico,MEX,2007,barley,2.2807
Mexico,MEX,2008,wheat,5.0134
Mexico,MEX,2008,rice,4.4619
Mexico,MEX,2008,maize,3.3071
Mexico,MEX,2008,barley,2.5137
Mexico,MEX,2009,wheat,4.9688
Mexico,MEX,2009,rice,4.8502
Mexico,MEX,2009,maize,3.2368
Mexico,MEX,2009,barley,2.1704
Mexico,MEX,2010,wheat,5.4185
Mexico,MEX,2010,rice,5.1901
Mexico,MEX,2010,maize,3.2599
Mexico,MEX,2010,barley,2.5119
Mexico,MEX,2011,wheat,5.4778
Mexico,MEX,2011,rice,5.0962000000000005
Mexico,MEX,2011,maize,2.9058
Mexico,MEX,2011,barley,2.2325
Mexico,MEX,2012,wheat,5.6568000000000005
Mexico,MEX,2012,rice,5.6231
Mexico,MEX,2012,maize,3.1874
Mexico,MEX,2012,barley,3.1431
Mexico,MEX,2013,wheat,5.2934
Mexico,MEX,2013,rice,5.4252
Mexico,MEX,2013,maize,3.1941
Mexico,MEX,2013,barley,2.0021
Mexico,MEX,2014,wheat,5.1935
Mexico,MEX,2014,rice,5.7122
Mexico,MEX,2014,maize,3.2964
Mexico,MEX,2014,barley,2.6965000000000003
Mexico,MEX,2015,wheat,4.5256
Mexico,MEX,2015,rice,5.8079
Mexico,MEX,2015,maize,3.4782
Mexico,MEX,2015,barley,2.3358000000000003
Mexico,MEX,2016,wheat,5.3388
Mexico,MEX,2016,rice,6.134600000000001
Mexico,MEX,2016,maize,3.718
Mexico,MEX,2016,barley,2.967
Mexico,MEX,2017,wheat,5.2967
Mexico,MEX,2017,rice,6.390000000000001
Mexico,MEX,2017,maize,3.7888
Mexico,MEX,2017,barley,2.8418
Mexico,MEX,2018,wheat,5.4373000000000005
Mexico,MEX,2018,rice,6.284800000000001
Mexico,MEX,2018,maize,3.8146
Mexico,MEX,2018,barley,2.8645
Myanmar,MMR,1961,wheat,0.3078
Myanmar,MMR,1961,rice,1.6066
Myanmar,MMR,1961,maize,0.8089000000000001
Myanmar,MMR,1962,wheat,0.4124
Myanmar,MMR,1962,rice,1.6469
Myanmar,MMR,1962,maize,0.5264
Myanmar,MMR,1963,wheat,0.5582
Myanmar,MMR,1963,rice,1.5957
Myanmar,MMR,1963,maize,0.7452000000000001
Myanmar,MMR,1964,wheat,0.6762
Myanmar,MMR,1964,rice,1.7097
Myanmar,MMR,1964,maize,0.6484
Myanmar,MMR,1965,wheat,0.6445000000000001
Myanmar,MMR,1965,rice,1.6614
Myanmar,MMR,1965,maize,0.5963
Myanmar,MMR,1966,wheat,0.6344000000000001
Myanmar,MMR,1966,rice,1.4694
Myanmar,MMR,1966,maize,0.6165
Myanmar,MMR,1967,wheat,0.4979
Myanmar,MMR,1967,rice,1.651
Myanmar,MMR,1967,maize,0.7185
Myanmar,MMR,1968,wheat,0.5763
Myanmar,MMR,1968,rice,1.6843
Myanmar,MMR,1968,maize,0.7531
Myanmar,MMR,1969,wheat,0.4684
Myanmar,MMR,1969,rice,1.7092
Myanmar,MMR,1969,maize,0.6907
Myanmar,MMR,1970,wheat,0.555
Myanmar,MMR,1970,rice,1.6973
Myanmar,MMR,1970,maize,0.7068
Myanmar,MMR,1971,wheat,0.6243000000000001
Myanmar,MMR,1971,rice,1.7161000000000002
Myanmar,MMR,1971,maize,0.7439
Myanmar,MMR,1972,wheat,0.54990000000000006
Myanmar,MMR,1972,rice,1.6247
Myanmar,MMR,1972,maize,0.7023
Myanmar,MMR,1973,wheat,0.5479
Myanmar,MMR,1973,rice,1.7629
Myanmar,MMR,1973,maize,0.7687
Myanmar,MMR,1974,wheat,0.4555
Myanmar,MMR,1974,rice,1.7574
Myanmar,MMR,1974,maize,0.8205
Myanmar,MMR,1975,wheat,0.7452000000000001
Myanmar,MMR,1975,rice,1.8307
Myanmar,MMR,1975,maize,0.7973
Myanmar,MMR,1976,wheat,0.6526000000000001
Myanmar,MMR,1976,rice,1.8974
Myanmar,MMR,1976,maize,0.7706000000000001
Myanmar,MMR,1977,wheat,0.8783000000000001
Myanmar,MMR,1977,rice,1.9453
Myanmar,MMR,1977,maize,0.9516
Myanmar,MMR,1978,wheat,1.0256
Myanmar,MMR,1978,rice,2.1012
Myanmar,MMR,1978,maize,0.9248
Myanmar,MMR,1979,wheat,0.5037
Myanmar,MMR,1979,rice,2.3521
Myanmar,MMR,1979,maize,1.2637
Myanmar,MMR,1980,wheat,1.1064
Myanmar,MMR,1980,rice,2.7739000000000003
Myanmar,MMR,1980,maize,1.1513
Myanmar,MMR,1981,wheat,1.11
Myanmar,MMR,1981,rice,2.9419
Myanmar,MMR,1981,maize,1.466
Myanmar,MMR,1982,wheat,1.3341
Myanmar,MMR,1982,rice,3.1505
Myanmar,MMR,1982,maize,1.76
Myanmar,MMR,1983,wheat,1.263
Myanmar,MMR,1983,rice,3.0666
Myanmar,MMR,1983,maize,1.7121000000000002
Myanmar,MMR,1984,wheat,1.5942
Myanmar,MMR,1984,rice,3.0981
Myanmar,MMR,1984,maize,1.6292
Myanmar,MMR,1985,wheat,1.7431
Myanmar,MMR,1985,rice,3.0718
Myanmar,MMR,1985,maize,1.7487
Myanmar,MMR,1985,barley,1.961
Myanmar,MMR,1986,wheat,1.713
Myanmar,MMR,1986,rice,3.0279000000000003
Myanmar,MMR,1986,maize,1.7947000000000002
Myanmar,MMR,1986,barley,1.514
Myanmar,MMR,1987,wheat,1.73
Myanmar,MMR,1987,rice,3.0424
Myanmar,MMR,1987,maize,1.6596000000000002
Myanmar,MMR,1987,barley,1.0935
Myanmar,MMR,1988,wheat,1.3097
Myanmar,MMR,1988,rice,2.9084000000000003
Myanmar,MMR,1988,maize,1.5967
Myanmar,MMR,1988,barley,1.1067
Myanmar,MMR,1989,wheat,1.0737
Myanmar,MMR,1989,rice,2.9174
Myanmar,MMR,1989,maize,1.5796
Myanmar,MMR,1990,wheat,0.9544
Myanmar,MMR,1990,rice,2.9353
Myanmar,MMR,1990,maize,1.495
Myanmar,MMR,1991,wheat,0.9579
Myanmar,MMR,1991,rice,2.8400000000000003
Myanmar,MMR,1991,maize,1.514
Myanmar,MMR,1992,wheat,0.9389
Myanmar,MMR,1992,rice,2.8882000000000003
Myanmar,MMR,1992,maize,1.4943
Myanmar,MMR,1993,wheat,0.9334
Myanmar,MMR,1993,rice,3.0063
Myanmar,MMR,1993,maize,1.5081
Myanmar,MMR,1994,wheat,0.8209000000000001
Myanmar,MMR,1994,rice,3.1182000000000003
Myanmar,MMR,1994,maize,1.6828
Myanmar,MMR,1995,wheat,0.8424
Myanmar,MMR,1995,rice,2.9290000000000003
Myanmar,MMR,1995,maize,1.6746
Myanmar,MMR,1996,wheat,0.9463
Myanmar,MMR,1996,rice,3.0159
Myanmar,MMR,1996,maize,1.7043
Myanmar,MMR,1997,wheat,1.0328
Myanmar,MMR,1997,rice,3.0308
Myanmar,MMR,1997,maize,1.8885
Myanmar,MMR,1998,wheat,0.9592
Myanmar,MMR,1998,rice,3.0793
Myanmar,MMR,1998,maize,1.625
Myanmar,MMR,1999,wheat,1.0959
Myanmar,MMR,1999,rice,3.2405
Myanmar,MMR,1999,maize,1.6880000000000002
Myanmar,MMR,2000,wheat,1.1494
Myanmar,MMR,2000,rice,3.3301000000000003
Myanmar,MMR,2000,maize,1.7055
Myanmar,MMR,2001,wheat,1.1902
Myanmar,MMR,2001,rice,3.3639
Myanmar,MMR,2001,maize,2.0918
Myanmar,MMR,2002,wheat,1.2679
Myanmar,MMR,2002,rice,3.3655000000000004
Myanmar,MMR,2002,maize,2.2116
Myanmar,MMR,2003,wheat,1.287
Myanmar,MMR,2003,rice,3.4883
Myanmar,MMR,2003,maize,2.4356
Myanmar,MMR,2004,wheat,1.3935
Myanmar,MMR,2004,rice,3.5785
Myanmar,MMR,2004,maize,2.6354
Myanmar,MMR,2005,wheat,1.3934
Myanmar,MMR,2005,rice,3.6899
Myanmar,MMR,2005,maize,2.8297000000000003
Myanmar,MMR,2006,wheat,1.5262
Myanmar,MMR,2006,rice,3.7694
Myanmar,MMR,2006,maize,3.1066000000000003
Myanmar,MMR,2007,wheat,1.5792000000000002
Myanmar,MMR,2007,rice,3.8639
Myanmar,MMR,2007,maize,3.268
Myanmar,MMR,2008,wheat,1.7117
Myanmar,MMR,2008,rice,3.9688
Myanmar,MMR,2008,maize,3.338
Myanmar,MMR,2009,wheat,1.7297
Myanmar,MMR,2009,rice,3.9917
Myanmar,MMR,2009,maize,3.3766000000000003
Myanmar,MMR,2010,wheat,1.7819
Myanmar,MMR,2010,rice,4.0026
Myanmar,MMR,2010,maize,3.4826
Myanmar,MMR,2011,wheat,1.7779
Myanmar,MMR,2011,rice,3.7733
Myanmar,MMR,2011,maize,3.5511000000000004
Myanmar,MMR,2012,wheat,1.784
Myanmar,MMR,2012,rice,3.7512
Myanmar,MMR,2012,maize,3.5851
Myanmar,MMR,2013,wheat,1.8078
Myanmar,MMR,2013,rice,3.793
Myanmar,MMR,2013,maize,3.6386
Myanmar,MMR,2014,wheat,1.8472
Myanmar,MMR,2014,rice,3.8464
Myanmar,MMR,2014,maize,3.6965
Myanmar,MMR,2015,wheat,1.8616
Myanmar,MMR,2015,rice,3.8718
Myanmar,MMR,2015,maize,3.7215
Myanmar,MMR,2016,wheat,1.1859
Myanmar,MMR,2016,rice,3.8181
Myanmar,MMR,2016,maize,3.7505
Myanmar,MMR,2017,wheat,1.8833
Myanmar,MMR,2017,rice,3.7989
Myanmar,MMR,2017,maize,3.814
Myanmar,MMR,2018,wheat,1.8124
Myanmar,MMR,2018,rice,3.7906
Myanmar,MMR,2018,maize,3.8412
Nigeria,NGA,1961,wheat,1.7778
Nigeria,NGA,1961,rice,0.8926000000000001
Nigeria,NGA,1961,maize,0.8051
Nigeria,NGA,1962,wheat,1.7778
Nigeria,NGA,1962,rice,1.1789
Nigeria,NGA,1962,maize,0.8848
Nigeria,NGA,1963,wheat,1.7778
Nigeria,NGA,1963,rice,1.2037
Nigeria,NGA,1963,maize,1.0237
Nigeria,NGA,1964,wheat,1.8182
Nigeria,NGA,1964,rice,1.2291
Nigeria,NGA,1964,maize,0.76
Nigeria,NGA,1965,wheat,1.8182
Nigeria,NGA,1965,rice,1.2287
Nigeria,NGA,1965,maize,0.8262
Nigeria,NGA,1966,wheat,1.8182
Nigeria,NGA,1966,rice,1.2438
Nigeria,NGA,1966,maize,0.8515
Nigeria,NGA,1967,wheat,1.9091
Nigeria,NGA,1967,rice,1.4695
Nigeria,NGA,1967,maize,0.8169000000000001
Nigeria,NGA,1968,wheat,1.8182
Nigeria,NGA,1968,rice,1.5021
Nigeria,NGA,1968,maize,1.0283
Nigeria,NGA,1969,wheat,1.8182
Nigeria,NGA,1969,rice,1.2597
Nigeria,NGA,1969,maize,0.9154
Nigeria,NGA,1970,wheat,1.7273
Nigeria,NGA,1970,rice,1.3451
Nigeria,NGA,1970,maize,0.9959
Nigeria,NGA,1971,wheat,1.7391
Nigeria,NGA,1971,rice,1.2763
Nigeria,NGA,1971,maize,1.046
Nigeria,NGA,1972,wheat,1.7391
Nigeria,NGA,1972,rice,1.8861
Nigeria,NGA,1972,maize,0.5731
Nigeria,NGA,1973,wheat,1.4286
Nigeria,NGA,1973,rice,1.3056
Nigeria,NGA,1973,maize,0.6485000000000001
Nigeria,NGA,1974,wheat,1.5
Nigeria,NGA,1974,rice,1.9517
Nigeria,NGA,1974,maize,0.9119
Nigeria,NGA,1975,wheat,1.6364
Nigeria,NGA,1975,rice,1.931
Nigeria,NGA,1975,maize,1.3718
Nigeria,NGA,1976,wheat,1.8
Nigeria,NGA,1976,rice,1.2674
Nigeria,NGA,1976,maize,1.1973
Nigeria,NGA,1977,wheat,2
Nigeria,NGA,1977,rice,1.6585
Nigeria,NGA,1977,maize,1.0656
Nigeria,NGA,1978,wheat,2
Nigeria,NGA,1978,rice,1.7637
Nigeria,NGA,1978,maize,1.2678
Nigeria,NGA,1979,wheat,2.2
Nigeria,NGA,1979,rice,1.875
Nigeria,NGA,1979,maize,1.1482
Nigeria,NGA,1980,wheat,2.4
Nigeria,NGA,1980,rice,1.9818
Nigeria,NGA,1980,maize,1.3161
Nigeria,NGA,1981,wheat,2.6
Nigeria,NGA,1981,rice,2.0683
Nigeria,NGA,1981,maize,1.6438
Nigeria,NGA,1982,wheat,2.6
Nigeria,NGA,1982,rice,2.0833
Nigeria,NGA,1982,maize,1.3777
Nigeria,NGA,1983,wheat,1.8571
Nigeria,NGA,1983,rice,2.0317000000000003
Nigeria,NGA,1983,maize,0.9707
Nigeria,NGA,1984,wheat,1.6875
Nigeria,NGA,1984,rice,2
Nigeria,NGA,1984,maize,1.139
Nigeria,NGA,1985,wheat,2.0545
Nigeria,NGA,1985,rice,2.1343
Nigeria,NGA,1985,maize,1.1735
Nigeria,NGA,1986,wheat,1.9701
Nigeria,NGA,1986,rice,2.0233
Nigeria,NGA,1986,maize,1.2679
Nigeria,NGA,1987,wheat,1.9306
Nigeria,NGA,1987,rice,2.3893
Nigeria,NGA,1987,maize,1.3533000000000002
Nigeria,NGA,1988,wheat,1.25
Nigeria,NGA,1988,rice,1.999
Nigeria,NGA,1988,maize,1.6401
Nigeria,NGA,1989,wheat,1.2
Nigeria,NGA,1989,rice,1.9994
Nigeria,NGA,1989,maize,1.395
Nigeria,NGA,1990,wheat,0.8333
Nigeria,NGA,1990,rice,2.0695
Nigeria,NGA,1990,maize,1.1301
Nigeria,NGA,1991,wheat,1.2
Nigeria,NGA,1991,rice,1.9528
Nigeria,NGA,1991,maize,1.1299
Nigeria,NGA,1992,wheat,1.3333000000000002
Nigeria,NGA,1992,rice,1.9591
Nigeria,NGA,1992,maize,1.1181
Nigeria,NGA,1993,wheat,2.3286
Nigeria,NGA,1993,rice,1.9597
Nigeria,NGA,1993,maize,1.1848
Nigeria,NGA,1994,wheat,2.3467
Nigeria,NGA,1994,rice,1.416
Nigeria,NGA,1994,maize,1.272
Nigeria,NGA,1995,wheat,2.18
Nigeria,NGA,1995,rice,1.6258
Nigeria,NGA,1995,maize,1.2666000000000002
Nigeria,NGA,1996,wheat,2.0435000000000003
Nigeria,NGA,1996,rice,1.7498
Nigeria,NGA,1996,maize,1.3261
Nigeria,NGA,1997,wheat,2.64
Nigeria,NGA,1997,rice,1.5957
Nigeria,NGA,1997,maize,1.251
Nigeria,NGA,1998,wheat,2
Nigeria,NGA,1998,rice,1.6023
Nigeria,NGA,1998,maize,1.32
Nigeria,NGA,1999,wheat,2.012
Nigeria,NGA,1999,rice,1.4957
Nigeria,NGA,1999,maize,1.5998000000000001
Nigeria,NGA,2000,wheat,1.4038000000000002
Nigeria,NGA,2000,rice,1.4998
Nigeria,NGA,2000,maize,1.3001
Nigeria,NGA,2001,wheat,0.9808
Nigeria,NGA,2001,rice,1.3
Nigeria,NGA,2001,maize,1.3999
Nigeria,NGA,2002,wheat,0.9818
Nigeria,NGA,2002,rice,1.34
Nigeria,NGA,2002,maize,1.4899
Nigeria,NGA,2003,wheat,1.0357
Nigeria,NGA,2003,rice,1.41
Nigeria,NGA,2003,maize,1.4999
Nigeria,NGA,2004,wheat,1.069
Nigeria,NGA,2004,rice,1.4199000000000002
Nigeria,NGA,2004,maize,1.6002
Nigeria,NGA,2005,wheat,1.1
Nigeria,NGA,2005,rice,1.4302
Nigeria,NGA,2005,maize,1.6598000000000002
Nigeria,NGA,2006,wheat,1.127
Nigeria,NGA,2006,rice,1.4833
Nigeria,NGA,2006,maize,1.8182
Nigeria,NGA,2007,wheat,1.6923
Nigeria,NGA,2007,rice,1.2999
Nigeria,NGA,2007,maize,1.7049
Nigeria,NGA,2008,wheat,1.6563
Nigeria,NGA,2008,rice,1.7544000000000002
Nigeria,NGA,2008,maize,1.9571
Nigeria,NGA,2009,wheat,1.6667
Nigeria,NGA,2009,rice,1.9306
Nigeria,NGA,2009,maize,2.1961
Nigeria,NGA,2010,wheat,1.4844000000000002
Nigeria,NGA,2010,rice,1.8386
Nigeria,NGA,2010,maize,1.8502
Nigeria,NGA,2011,wheat,1.2791
Nigeria,NGA,2011,rice,2.0325
Nigeria,NGA,2011,maize,1.6271
Nigeria,NGA,2012,wheat,1.0189
Nigeria,NGA,2012,rice,1.8971
Nigeria,NGA,2012,maize,1.5118
Nigeria,NGA,2013,wheat,1
Nigeria,NGA,2013,rice,1.6454
Nigeria,NGA,2013,maize,1.4616
Nigeria,NGA,2014,wheat,1.3043
Nigeria,NGA,2014,rice,1.9478
Nigeria,NGA,2014,maize,1.5850000000000002
Nigeria,NGA,2015,wheat,1
Nigeria,NGA,2015,rice,2.0042
Nigeria,NGA,2015,maize,1.5599
Nigeria,NGA,2016,wheat,1
Nigeria,NGA,2016,rice,2.0197000000000003
Nigeria,NGA,2016,maize,1.7551
Nigeria,NGA,2017,wheat,0.9151
Nigeria,NGA,2017,rice,1.997
Nigeria,NGA,2017,maize,1.5933000000000002
Nigeria,NGA,2018,wheat,0.7895000000000001
Nigeria,NGA,2018,rice,2.0351
Nigeria,NGA,2018,maize,2.0924
Pakistan,PAK,1961,wheat,0.8222
Pakistan,PAK,1961,rice,1.3915
Pakistan,PAK,1961,maize,1.0309
Pakistan,PAK,1961,barley,0.6417
Pakistan,PAK,1962,wheat,0.8178000000000001
Pakistan,PAK,1962,rice,1.3856000000000002
Pakistan,PAK,1962,maize,1.0525
Pakistan,PAK,1962,barley,0.6217
Pakistan,PAK,1963,wheat,0.8303
Pakistan,PAK,1963,rice,1.3902
Pakistan,PAK,1963,maize,1.0522
